course_id,teacher_id,n_lectures,min_working_days,n_students,instance
c0352,t057,5.0,4.0,75.0,Ing0203-3
c0363,t058,0.0,4.0,25.0,Ing0203-3
c0348,t059,5.0,10.0,198.0,Ing0203-3
c0358,t018,5.0,4.0,80.0,Ing0203-3
c0364,t060,5.0,4.0,68.0,Ing0203-3
c0365,t061,5.0,4.0,68.0,Ing0203-3
c0353,t062,5.0,4.0,73.0,Ing0203-3
c0381,t063,5.0,4.0,95.0,Ing0203-3
c0402,t064,3.0,3.0,38.0,Ing0203-3
c0395,t065,5.0,4.0,21.0,Ing0203-3
c0007,t000,3.0,3.0,15.0,Ing0506-2
c0009,t001,-3.0,3.0,25.0,Ing0506-2
c0015,t002,3.0,3.0,25.0,Ing0506-2
c0019,t003,3.0,3.0,45.0,Ing0506-2
c0020,t004,3.0,3.0,15.0,Ing0506-2
c0023,t005,3.0,3.0,135.0,Ing0506-2
c0024,t006,3.0,3.0,35.0,Ing0506-2
c0044,t007,3.0,3.0,120.0,Ing0506-2
c0047,t008,3.0,3.0,128.0,Ing0506-2
c0049,t009,3.0,3.0,77.0,Ing0506-2
c0056,t010,3.0,3.0,120.0,Ing0506-2
c0058,t011,3.0,3.0,128.0,Ing0506-2
c0061,t012,3.0,3.0,77.0,Ing0506-2
c0062,t013,3.0,3.0,77.0,Ing0506-2
c0069,t014,3.0,3.0,120.0,Ing0506-2
c0072,t015,3.0,2.0,135.0,Ing0506-2
c0074,t016,3.0,1.0,40.0,Ing0506-2
c0095,t017,3.0,3.0,100.0,Ing0506-2
c0103,t018,3.0,3.0,100.0,Ing0506-2
c0106,t019,3.0,3.0,165.0,Ing0506-2
c0108,t020,3.0,3.0,100.0,Ing0506-2
c0110,t011,3.0,3.0,190.0,Ing0506-2
c0113,t021,3.0,3.0,130.0,Ing0506-2
c0115,t022,3.0,3.0,160.0,Ing0506-2
c0118,t023,3.0,3.0,40.0,Ing0506-2
c0127,t024,3.0,3.0,100.0,Ing0506-2
c0129,t025,3.0,2.0,150.0,Ing0506-2
c0131,t026,3.0,2.0,150.0,Ing0506-2
c0132,t026,3.0,2.0,130.0,Ing0506-2
c0133,t027,4.0abc,1.0,120.0,Ing0506-2
c0152,t028,3.0,3.0,150.0,Ing0506-2
c0153,t029,3.0,2.0,130.0,Ing0506-2
c0178,t030,3.0,3.0,90.0,Ing0506-2
c0191,t031,3.0,2.0,90.0,Ing0506-2
c0193,t032,3.0,3.0,42995.0,Ing0506-2
c0195,t010,3.0,3.0,90.0,Ing0506-2
c0201,t033,3.0,2.0,119.0,Ing0506-2
c0203,t028,3.0,3.0,92.0,Ing0506-2
c0206,t034,3.0,3.0,90.0,Ing0506-2
c0211,t020,3.0,3.0,140.0,Ing0506-2
c0213,t035,3.0,0.0,140.0,Ing0506-2
c0217,t036,3.0,3.0,120.0,Ing0506-2
c0219,t037,3.0,2.0,100.0,Ing0506-2
c0221,t038,3.0,3.0,100.0,Ing0506-2
c0225,t039,3.0,3.0,80.0,Ing0506-2
c0230,t040,3.0,3.0,145.0,Ing0506-2
c0232,t041,-3.0,3.0,65.0,Ing0506-2
c0238,t042,3.0,3.0,140.0,Ing0506-2
c0252,t043,3.0,3.0,128.0,Ing0506-2
c0253,t044,3.0,3.0,70.0,Ing0506-2
c0257,t045,3.0,3.0,169.0,Ing0506-2
c0279,t042,3.0,3.0,122.0,Ing0506-2
c0411,t046,3.0,3.0,80.0,Ing0506-2
c0412,t047,3.0,3.0,30.0,Ing0506-2
c0423,t048,3.0,3.0,30.0,Ing0506-2
c0428,t047,3.0,3.0,15.0,Ing0506-2
c0430,t040,3.0,3.0,25377.0,Ing0506-2
,t049,3.0,3.0,45.0,Ing0506-2
c0443,t025,3.0,3.0,30.0,Ing0506-2
c0444,t050,3.0,3.0,15.0,Ing0506-2
c0449,t044,3.0,3.0,15.0,Ing0506-2
c0455,t051,3.0,3.0,82.0,Ing0506-2
c0464,t052,3.0,3.0,67.0,Ing0506-2
c0467,t053,3.0,3.0,37.0,Ing0506-2
c0478,t054,3.0,3.0,75.0,Ing0506-2
c0479,t009,3.0,3.0,53.0,Ing0506-2
c0487,t055,3.0abc,3.0,45.0,Ing0506-2
c0496,t056,3.0,3.0,32.0,Ing0506-2
c0497,t057,3.0,3.0,15.0,Ing0506-2
c0503,t058,3.0,3.0,37.0,Ing0506-2
c0512,t059,3.0,10.0,100.0,Ing0506-2
c0515,t060,3.0,3.0,122.0,Ing0506-2
c0520,t019,3.0abc,3.0,100.0,Ing0506-2
c0526,t021,3.0,3.0,30.0,Ing0506-2
c0530,t059,3.0,3.0,30.0,Ing0506-2
c0532,t061,3.0,3.0,20.0,Ing0506-2
c0534,t062,3.0,3.0,20.0,Ing0506-2
c0535,t063,3.0,3.0,30.0,Ing0506-2
c0537,t064,3.0,3.0,20.0,Ing0506-2
c0538,t064,3.0abc,3.0,20.0,Ing0506-2
c0539,t065,3.0abc,3.0,30.0,Ing0506-2
c0554,t004,3.0abc,3.0,20.0,Ing0506-2
c0602,t066,3.0,3.0,52.0,Ing0506-2
c0722,t067,3.0abc,3.0,100.0,Ing0506-2
c0723,t068,3.0,2.0,10.0,Ing0506-2
c0725,t065,3.0,3.0,100.0,Ing0506-2
c0730,t008,3.0,3.0,15.0,Ing0506-2
c0737,t032,3.0,3.0,53.0,Ing0506-2
c0742,t069,3.0,3.0,56.0,Ing0506-2
c0746,t056,3.0,3.0,128.0,Ing0506-2
c0789,t070,3.0,3.0,5.0,Ing0506-2
c0794,t071,3.0,3.0,10.0,Ing0506-2
c0795,t070,3.0,3.0,30.0,Ing0506-2
c0804,t072,,3.0,5.0,Ing0506-2
c0807,t073,3.0,3.0,5.0,Ing0506-2
c0808,t074,3.0,3.0,15.0,Ing0506-2
c0822,t075,3.0,3.0,5.0,Ing0506-2
c0835,t076,3.0,3.0,30.0,Ing0506-2
c0847,t046,3.0,3.0,60.0,Ing0506-2
c0883,t077,7.0,2.0,40.0,Ing0506-2
c0897,t078,3.0,2.0,70.0,Ing0506-2
c0932,t079,3.0,3.0,65.0,Ing0506-2
c0936,t067,3.0,3.0,70.0,Ing0506-2
c0955,t080,7.0,2.0,,Ing0506-2
c0963,t081,7.0,2.0,50.0,Ing0506-2
c0975,t082,0.0,2.0,50.0,Ing0506-2
c0980,t083,7.0,2.0,60.0,Ing0506-2
c0983,t084,7.0,2.0,50.0,Ing0506-2
c0998,t085,3.0,3.0,100.0,Ing0506-2
c1053,t086,3.0,2.0,30.0,Ing0506-2
c1062,t087,3.0,3.0,40.0,Ing0506-2
c1066,t088,3.0,3.0,20.0,Ing0506-2
c1069,t057,3.0,3.0,20.0,Ing0506-2
c1072,t089,3.0,3.0,60.0,Ing0506-2
c1074,t090,3.0,3.0,30.0,Ing0506-2
c1077,t063,3.0,3.0,50.0,Ing0506-2
c1001,t091,3.0,2.0,70.0,Ing0506-2
c0812,t092,5.0,4.0,20.0,Ing0506-2
c0088,t093,3.0,3.0,85.0,Ing0506-2
c0089,t093,3.0,3.0,50.0,Ing0506-2
c1022,t094,3.0,2.0,10.0,Ing0506-2
c0006,t000,3.0,3.0,136.0,Ing0304-2
c0011,t001,3.0,3.0,16.0,Ing0304-2
c0018,t002,3.0,3.0,27.0,Ing0304-2
c0026,t003,3.0,3.0,21.0,Ing0304-2
c0027,t004,3.0,3.0,20.0,Ing0304-2
c0028,t005,3.0,3.0,20.0,Ing0304-2
c0041,t006,5.0,4.0,155.0,Ing0304-2
c0046,t007,3.0,3.0,140.0,Ing0304-2
c0049,t008,3.0,3.0,86.0,Ing0304-2
c0051,t009,3.0,3.0,140.0,Ing0304-2
c0059,t010,3.0abc,3.0,140.0,Ing0304-2
c0064,t011,3.0,3.0,86.0,Ing0304-2
c0065,t012,3.0,3.0,41389.0,Ing0304-2
,t013,3.0,3.0,96.0,Ing0304-2
c0085,t014,3.0,3.0,54.0,Ing0304-2
c0091,t015,3.0,3.0,16.0,Ing0304-2
c0093,t016,5.0,4.0,100.0,Ing0304-2
c0097,t017,3.0,3.0,85.0,Ing0304-2
c0099,t018,3.0,3.0,101.0,Ing0304-2
c0101,t019,2.0,10.0,165.0,Ing0304-2
c101e,t019,1.0,1.0,85.0,Ing0304-2
c200e,t019,1.0,1.0,80.0,Ing0304-2
c0105,t020,3.0,3.0,201.0,Ing0304-2
c0109,t021,3.0,3.0,85.0,Ing0304-2
c0128,t022,3.0,3.0,131.0,Ing0304-2
c0142,t023,3.0,2.0,131.0,Ing0304-2
c0154,t024,0.0,3.0,135.0,Ing0304-2
c0176,t025,5.0,4.0,133.0,Ing0304-2
c0180,t000,3.0,3.0,165.0,Ing0304-2
c0184,t026,3.0,2.0,139.0,Ing0304-2
c0185,t027,3.0,3.0,254.0,Ing0304-2
c0189,t028,3.0,3.0,80.0,Ing0304-2
c0199,t029,3.0,3.0,80.0,Ing0304-2
c0202,t030,3.0,3.0,86.0,Ing0304-2
c0209,t031,5.0abc,4.0,13098.0,Ing0304-2
c0212,t032,3.0,3.0,136.0,Ing0304-2
c0216,t033,3.0,10.0,136.0,Ing0304-2
c0220,t034,3.0,3.0,101.0,Ing0304-2
c0228,t035,3.0,3.0,100.0,Ing0304-2
c0231,t036,3.0,3.0,59.0,Ing0304-2
c0243,t033,3.0,3.0,65.0,Ing0304-2
c0247,t037,3.0,3.0,-127.0,Ing0304-2
c0261,t038,3.0,2.0,241.0,Ing0304-2
c0281,t039,3.0,3.0,40.0,Ing0304-2
c0294,t034,3.0,2.0,43.0,Ing0304-2
c0324,t040,3.0,3.0,72.0,Ing0304-2
c0412,t041,3.0,3.0,43031.0,Ing0304-2
c0420,t042,3.0,3.0,71.0,Ing0304-2
c0427,t043,3.0,3.0,26.0,Ing0304-2
c0429,t044,3.0,3.0,203.0,Ing0304-2
c0433,t045,3.0,3.0,40.0,Ing0304-2
c0439,t040,3.0,3.0,38.0,Ing0304-2
c0440,t046,3.0,3.0,68.0,Ing0304-2
c0442,t047,3.0,3.0,8.0,Ing0304-2
c0446,,3.0,10.0,1.0,Ing0304-2
c0450,t026,3.0,3.0,16.0,Ing0304-2
c0452,t048,3.0,3.0,8.0,Ing0304-2
c0462,t040,3.0,2.0,4.0,Ing0304-2
c0463,t040,3.0,2.0,4.0,Ing0304-2
c0474,t049,3.0,3.0,86.0,Ing0304-2
c0485,t008,3.0,2.0,3.0,Ing0304-2
c0489,t040,3.0,2.0,2.0,Ing0304-2
c0495,t050,3.0,3.0,30.0,Ing0304-2
c0533,t051,3.0abc,2.0,46644.0,Ing0304-2
c0536,t052,3.0,2.0,2.0,Ing0304-2
c0600,t038,3.0,3.0,9.0,Ing0304-2
c0718,t053,3.0,2.0,1.0,Ing0304-2
c0742,t054,3.0,3.0,71.0,Ing0304-2
c0763,t055,5.0,4.0,71.0,Ing0304-2
c0767,t045,3.0,3.0,85.0,Ing0304-2
c0792,t056,3.0,3.0,12.0,Ing0304-2
c0793,t040,3.0,3.0,4.0,Ing0304-2
c0803,t040,3.0,2.0,2.0,Ing0304-2
c0806,t057,3.0abc,2.0,1.0,Ing0304-2
c0816,t014,3.0,3.0,6.0,Ing0304-2
c0820,t015,3.0,3.0,8.0,Ing0304-2
c0830,t058,3.0,3.0,12.0,Ing0304-2
c0881,t059,3.0,3.0,123.0,Ing0304-2
c0896,t060,3.0,3.0,135.0,Ing0304-2
c0935,t061,5.0,5.0,100.0,Ing0304-2
c0943,t062,3.0,3.0,86.0,Ing0304-2
c0306,t063,5.0,4.0,40.0,Ing0304-2
c0388,t064,5.0,0.0,87.0,Ing0304-2
c0951,t065,7.0,1.0,13.0,Ing0304-2
c0949,t066,7.0,1.0,65.0,Ing0304-2
c0961,t067,7.0,1.0,15.0,Ing0304-2
c0959,t068,7.0,1.0,70.0,Ing0304-2
c0957,t069,7.0,1.0,50.0,Ing0304-2
c0965,t070,7.0,1.0,45.0,Ing0304-2
c0519,t071,5.0,5.0,93.0,Ing0304-2
c0513,t072,5.0,4.0,,Ing0304-2
c0815,t073,5.0,0.0,4.0,Ing0304-2
c0823,t074,5.0,4.0,41.0,Ing0304-2
c0821,t075,5.0,4.0,42.0,Ing0304-2
c0016,t006,7.0abc,3.0,65.0,Fis0506-1
c0020,t013,3.0abc,3.0,23.0,Ing0203-2
c0031,t012,5.0,4.0,11.0,Fis0506-1
,t008,6.0,4.0,14.0,Fis0506-1
c0065,t021,6.0,4.0,5.0,Fis0506-1
c0119,t008,3.0,3.0,60.0,Ing0203-2
c0025,t009,8.0,3.0,55.0,Fis0506-1
c0030,t011,5.0,4.0,20.0,Fis0506-1
c0032,t013,1.0,1.0,31.0,Fis0506-1
c0211,t001,3.0,3.0,147.0,Ing0203-2
c0095,t002,3.0,3.0,89.0,Ing0203-2
c0061,t018,6.0,4.0,6.0,Fis0506-1
c0014,t004,1.0,1.0,65.0,Fis0506-1
c0069,t007,6.0,4.0,7.0,Fis0506-1
,t007,3.0,3.0,302.0,Ing0203-2
c0017,t007,2.0,2.0,65.0,Fis0506-1
c0103,t004,3.0,3.0,114.0,Ing0203-2
c0019,t012,3.0,3.0,46.0,Ing0203-2
c0111,t005,3.0,3.0,114.0,Ing0203-2
c0127,t009,3.0,3.0,89.0,Ing0203-2
c0023,t014,3.0,3.0,124.0,Ing0203-2
c0015,,8.0,3.0,65.0,Fis0506-1
c0072,t003,6.0,4.0,9.0,Fis0506-1
c0088,t016,5.0,4.0,144.0,Ing0203-2
c0024,t008,4.0,3.0,55.0,Fis0506-1
c0110,t018,-3.0,3.0,195.0,Ing0203-2
c0071,t001,6.0,4.0,10.0,Fis0506-1
c0002,t001,6.0,4.0,75.0,Fis0506-1
c0059,t017,6.0,10.0,7.0,Fis0506-1
c0058,t016,5.0,4.0,2.0,Fis0506-1
c0044,t017,3.0,3.0,86.0,Ing0203-2
c0152,t003,3.0,3.0,150.0,Ing0203-2
c0033,t014,6.0,4.0,31.0,Fis0506-1
c0113,t006,3.0,3.0,234.0,Ing0203-2
